,MVO,Decision Tree,Decision Tree (tuned),Random Forest,Random Forest (tuned),Gradient boosting,Gradient boosting (tuned)
2015-02-19,-0.0007188111056909701,-0.0018840552168399227,-0.0014001957504725358,-0.0017638759861443856,-0.0013879393316625138,-0.0013370986670940607,-0.0013387841382564193
2015-02-20,0.001142777662893798,0.003670098277157665,0.003234164760289194,0.0035051460845918034,0.003246420644850626,0.0037564689387278626,0.0034437495127292756
2015-02-23,0.0014726854813765123,-0.0022592890691315553,-0.0016422054953713506,-0.0023260524213888772,-0.0016443094292733656,-0.001911723740528509,-0.0016096345550242002
2015-02-24,0.004046210638849069,0.0046067104436124185,0.004259956104712088,0.004632304463609724,0.004248714989155904,0.004771155253227184,0.004304299971322385
2015-02-25,0.0005274051815536286,0.0005885591822883219,0.00041554968134800924,0.0006499428625845506,0.0004050147639992994,0.00044784566007653596,0.0004468793253823725
2015-02-26,-0.003070730009504963,-0.0030553665953354857,-0.0021401107605588335,-0.0028232744914454756,-0.002117331055553558,-0.002028684741039159,-0.002058907082146139
2015-02-27,0.0014470533825481188,-0.0009810400721060222,-0.00048649281711054377,-0.0005772765188706466,-0.00047528266922469584,-0.00029674075124978014,-0.0004618099213746598
2015-03-02,-0.0028696548669804567,-1.2848208668150775e-05,-0.0002469275531180804,0.00012697582760023453,0.00012503680692719848,-0.00021551662187841293,0.0002534544187123308
2015-03-03,-0.0018262189760887104,-0.0031862287694685906,-0.002969474792591821,-0.003025906310805243,-0.002818845297763396,-0.0024887546474883565,-0.0028065877416396223
2015-03-04,-0.00035627341327991533,-0.004715279486822478,-0.004381924995082921,-0.004382194070460796,-0.003955989256431619,-0.003613895563479453,-0.0037745101841939865
2015-03-05,0.000671788634559103,-0.00039763971677724333,-0.000380079586534669,-0.00020029849933841817,-0.00020031097336917257,-0.00015851612041627508,-6.59812978326237e-05
2015-03-06,-0.007965974451742876,-0.011306913799674613,-0.010872423729943795,-0.010692568424059244,-0.010386645916076721,-0.009417044999493803,-0.0102342649911542
2015-03-09,0.002783573177755131,0.0013019439669925844,0.0013508932883449433,0.001188576421037732,0.0014651000658082467,0.0011744563709417957,0.0014984709085222028
2015-03-10,-0.0010962289227678358,-0.011534071471747174,-0.010145064854328542,-0.01083480407858154,-0.009465392889253922,-0.008591533802698814,-0.009291047814871733
2015-03-11,0.0014543420661976857,-6.840478825900775e-05,-0.00021656898963003774,0.00029234217990954485,0.00043506600119515,0.00038656172653118005,0.0006229586813431405
2015-03-12,0.0031219599343075373,0.005525333318290413,0.005083533256802857,0.005583269737374677,0.005644079200123855,0.0047908481478506106,0.005894569426673565
2015-03-13,-0.0026249949047068063,-0.0068088771116007005,-0.006161313925975757,-0.006305712674684849,-0.005742936750831986,-0.005347432226430309,-0.005498668973206644
2015-03-16,0.004216243608805013,0.006305340988743863,0.005623470017091303,0.0060248322172694714,0.0054488909608708305,0.00488138159398285,0.005440613006020699
